ward,district,Size,Rooms,Toilets,Floors,Type,FurnishingSell,Characteristics,Urgent,Price
Phường 9,Quận Tân Bình,80.0,6,0,4,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,12000000000.0
Phường 10,Quận Tân Bình,56.0,4,4,3,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,8800000000.0
Xã Trung Chánh,Huyện Hóc Môn,32.0,2,0,0,"Nhà ngõ, hẻm",,Hiện trạng khác,0,1180000000.0
Phường Phú Thuận,Quận 7,70.0,5,4,4,"Nhà ngõ, hẻm",Nội thất cao cấp,Hẻm xe hơi,1,6500000000.0
Phường Tân Tạo,Quận Bình Tân,64.0,4,2,3,"Nhà ngõ, hẻm",Nội thất đầy đủ,Hẻm xe hơi,0,4800000000.0
Phường 13,Quận Tân Bình,72.0,4,4,3,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,10500000000.0
Phường 8,Quận Gò Vấp,42.0,3,2,2,"Nhà ngõ, hẻm",Nội thất cao cấp,Hẻm xe hơi,0,5350000000.0
Phường 4,Quận Tân Bình,92.0,6,5,4,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,11500000000.0
Phường 6,Quận Tân Bình,60.0,4,4,3,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,10500000000.0
Phường Bình Hưng Hoà A,Quận Bình Tân,46.0,2,2,2,"Nhà ngõ, hẻm",Nội thất cao cấp,Hẻm xe hơi,0,4300000000.0
Phường Linh Chiểu (Quận Thủ Đức cũ),Thành phố Thủ Đức,37.0,3,2,0,"Nhà ngõ, hẻm",,"Nhà nở hậu,Hẻm xe hơi",0,3900000000.0
Phường An Lạc A,Quận Bình Tân,48.0,4,4,5,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,,0,6700000000.0
Phường 15,Quận Gò Vấp,45.0,2,2,2,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,"Hẻm xe hơi,Nhà nở hậu",0,4480000000.0
Phường 6,Quận 6,45.0,3,2,2,"Nhà ngõ, hẻm",,Nhà nát,0,6000000000.0
Đường Nguyễn Hữu Tiến,,57.0,3,2,2,"Nhà ngõ, hẻm",Nội thất đầy đủ,Hẻm xe hơi,0,4650000000.0
Phường Tân Chánh Hiệp,Quận 12,43.0,4,4,2,"Nhà ngõ, hẻm",Nội thất cao cấp,"Hẻm xe hơi,Nhà nở hậu",1,2700000000.0
Phường Tân Thới Nhất,Quận 12,100.0,4,6,2,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,"Hẻm xe hơi,Nhà nở hậu",1,6200000000.0
Phường 2,Quận Tân Bình,24.0,2,1,0,"Nhà ngõ, hẻm",Nội thất đầy đủ,Hẻm xe hơi,0,2290000000.0
Phường 11,Quận Bình Thạnh,73.0,2,2,11,"Nhà ngõ, hẻm",Nội thất đầy đủ,,1,5790000000.0
Phường Thạnh Lộc,Quận 12,70.0,2,2,1,"Nhà mặt phố, mặt tiền",Hoàn thiện cơ bản,Hẻm xe hơi,0,3390000000.0
Phường 1,Quận 5,21.0,3,3,2,"Nhà ngõ, hẻm",Bàn giao thô,Hẻm xe hơi,0,4700000000.0
Phường Tân Hưng,Quận 7,35.0,2,0,4,"Nhà ngõ, hẻm",Nội thất đầy đủ,Hẻm xe hơi,0,4000000000.0
Phường Tân Chánh Hiệp,Quận 12,35.0,3,3,2,"Nhà ngõ, hẻm",Nội thất đầy đủ,,0,2650000000.0
Xã Hưng Long,Huyện Bình Chánh,109.99,3,3,0,"Nhà mặt phố, mặt tiền",,,0,980000000.0
Phường 13,Quận 4,61.0,6,0,5,"Nhà mặt phố, mặt tiền",,Hẻm xe hơi,0,9400000000.0
Phường Thạnh Xuân,Quận 12,64.0,5,5,4,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,Hẻm xe hơi,0,4550000000.0
Phường Hiệp Phú (Quận 9 cũ),Thành phố Thủ Đức,46.0,4,0,0,"Nhà ngõ, hẻm",Nội thất cao cấp,"Hẻm xe hơi,Nhà nở hậu",0,5300000000.0
Phường 1,Quận Phú Nhuận,35.0,3,4,3,"Nhà ngõ, hẻm",Nội thất cao cấp,Nhà nở hậu,0,5600000000.0
Phường 11,Quận 6,42.0,5,5,0,Nhà phố liền kề,,,0,6000000000.0
Phường Bình Trị Đông A,Quận Bình Tân,40.0,3,3,2,"Nhà ngõ, hẻm",Nội thất đầy đủ,Hẻm xe hơi,0,3550000000.0
Phường Phước Long A (Quận 9 cũ),Thành phố Thủ Đức,54.0,1,1,0,"Nhà ngõ, hẻm",,,0,3850000000.0
Phường Bình Hưng Hòa,Quận Bình Tân,40.0,2,2,1,"Nhà ngõ, hẻm",Nội thất đầy đủ,Hẻm xe hơi,0,3100000000.0
Phường Bình Hưng Hoà B,Quận Bình Tân,68.0,5,5,5,"Nhà ngõ, hẻm",Nội thất cao cấp,"Hẻm xe hơi,Nhà nở hậu",0,6000000000.0
Phường An Lạc,Quận Bình Tân,56.0,2,0,0,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,4400000000.0
Phường Phú Thuận,Quận 7,30.0,2,2,0,"Nhà ngõ, hẻm",Nội thất đầy đủ,"Nhà nở hậu,Hiện trạng khác",0,1190000000.0
Phường Hiệp Phú (Quận 9 cũ),Thành phố Thủ Đức,110.01,4,5,4,"Nhà ngõ, hẻm",,,0,10500000000.0
Phường Bình Thuận,Quận 7,52.0,3,2,0,"Nhà ngõ, hẻm",Nội thất đầy đủ,"Hẻm xe hơi,Nhà nở hậu",0,5300000000.0
Phường Hiệp Phú (Quận 9 cũ),Thành phố Thủ Đức,110.0,4,5,4,"Nhà ngõ, hẻm",,"Hẻm xe hơi,Nhà nở hậu",0,10500000000.0
Phường 1,Quận 8,60.0,5,0,0,"Nhà ngõ, hẻm",,,0,6000000000.0
Phường 11,Quận Phú Nhuận,36.0,4,0,0,"Nhà ngõ, hẻm",,,0,7300000000.0
Phường 17,Quận Gò Vấp,39.0,4,0,0,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,6900000000.0
Phường 12,Quận 8,40.0,7,0,0,"Nhà ngõ, hẻm",,,0,4600000000.0
Phường 6,Quận 11,30.0,2,0,0,"Nhà ngõ, hẻm",,,0,2380000000.0
Phường Linh Tây (Quận Thủ Đức cũ),Thành phố Thủ Đức,68.0,3,3,3,"Nhà ngõ, hẻm",Nội thất cao cấp,Hẻm xe hơi,0,6000000000.0
Đường Nguyễn Đỗ Cung,,48.0,2,2,2,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,,0,4550000000.0
Thị trấn Hóc Môn,Huyện Hóc Môn,21.0,1,1,1,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,,0,290000000.0
Phường Bình Trưng Tây (Quận 2 cũ),Thành phố Thủ Đức,28.0,1,2,2,"Nhà ngõ, hẻm",Nội thất đầy đủ,Nhà nở hậu,0,3000000000.0
Phường Bình Hưng Hoà A,Quận Bình Tân,48.0,5,0,0,"Nhà ngõ, hẻm",,,0,5150000000.0
Phường 25,Quận Bình Thạnh,62.0,3,3,2,"Nhà ngõ, hẻm",Nội thất cao cấp,"Hẻm xe hơi,Nhà nở hậu",1,7690000000.0
Phường 11,Quận Gò Vấp,38.0,2,0,0,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,4690000000.0
Phường 6,Quận 6,40.0,2,2,2,"Nhà ngõ, hẻm",Nội thất cao cấp,Hẻm xe hơi,0,3300000000.0
Phường Thạnh Xuân,Quận 12,60.0,4,5,5,Nhà phố liền kề,Nội thất cao cấp,Hẻm xe hơi,0,6780000000.0
Phường 9,Quận 6,42.0,2,2,2,"Nhà ngõ, hẻm",Nội thất đầy đủ,Hẻm xe hơi,0,4000000000.0
Phường 3,Quận 6,40.0,2,2,2,"Nhà ngõ, hẻm",Nội thất cao cấp,Hẻm xe hơi,0,4700000000.0
Phường 3,Quận 6,50.0,2,2,2,"Nhà ngõ, hẻm",Nội thất đầy đủ,Hẻm xe hơi,0,3900000000.0
Phường Thạnh Xuân,Quận 12,66.0,4,6,4,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,Hẻm xe hơi,0,6700000000.0
Phường Hiệp Thành,Quận 12,60.0,4,4,4,"Nhà ngõ, hẻm",,Hẻm xe hơi,1,4400000000.0
Xã Bình Chánh,Huyện Bình Chánh,28.0,2,1,2,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,,0,350000000.0
Xã Trung An,Huyện Củ Chi,70.0,1,1,0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,Hẻm xe hơi,0,570000000.0
Phường Võ Thị Sáu,Quận 3,86.0,3,0,0,"Nhà ngõ, hẻm",,"Hẻm xe hơi,Nhà nở hậu",0,14000000000.0
Phường 11,Quận Tân Bình,52.0,4,3,3,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,Hẻm xe hơi,0,11200000000.0
Phường 1,Quận 10,41.0,3,0,2,"Nhà ngõ, hẻm",,"Hẻm xe hơi,Nhà nở hậu",0,6800000000.0
Phường Hiệp Thành,Quận 12,28.0,4,0,0,"Nhà ngõ, hẻm",,,0,1890000000.0
Phường 10,Quận 6,46.0,4,0,0,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,6200000000.0
Phường Phước Bình (Quận 9 cũ),Thành phố Thủ Đức,90.0,2,0,0,"Nhà mặt phố, mặt tiền",,,0,8600000000.0
Phường 21,Quận Bình Thạnh,55.0,3,3,0,"Nhà ngõ, hẻm",,,0,6290000000.0
Phường 13,Quận Tân Bình,70.0,2,2,2,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,Hẻm xe hơi,0,9900000000.0
Phường 5,Quận Tân Bình,60.0,3,3,3,"Nhà ngõ, hẻm",Nội thất đầy đủ,"Hẻm xe hơi,Nhà nở hậu",0,8600000000.0
Phường Tăng Nhơn Phú B (Quận 9 cũ),Thành phố Thủ Đức,53.0,2,2,0,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,4000000000.0
Phường Hiệp Tân,Quận Tân Phú,72.0,2,1,1,"Nhà ngõ, hẻm",Nội thất đầy đủ,,0,5000000000.0
Phường 9,Quận Gò Vấp,64.3,5,4,4,"Nhà ngõ, hẻm",Nội thất cao cấp,Hẻm xe hơi,0,8100000000.0
Phường 10,Quận 6,72.0,4,4,3,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,,0,7400000000.0
Thị trấn Nhà Bè,Huyện Nhà Bè,24.5,2,2,2,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,"Hẻm xe hơi,Nhà nở hậu",0,2390000000.0
Phường Bình Thọ (Quận Thủ Đức cũ),Thành phố Thủ Đức,44.0,4,3,4,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,"Hẻm xe hơi,Nhà nở hậu",0,10000000000.0
Phường Thạnh Xuân,Quận 12,62.4,4,5,5,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,Hẻm xe hơi,0,5090000000.0
Phường 5,Quận Bình Thạnh,114.0,4,4,0,"Nhà ngõ, hẻm",,"Hẻm xe hơi,Nhà nở hậu",0,12500000000.0
Phường An Lạc A,Quận Bình Tân,60.0,2,2,2,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,4099999999.9999995
Phường 5,Quận Phú Nhuận,62.0,2,2,2,"Nhà ngõ, hẻm",,"Hẻm xe hơi,Nhà nở hậu",0,8600000000.0
Phường Trung Mỹ Tây,Quận 12,40.0,2,2,2,"Nhà ngõ, hẻm",,,0,2600000000.0
Phường 11,Quận 6,47.0,3,3,3,"Nhà ngõ, hẻm",,,1,5300000000.0
Phường Cầu Kho,Quận 1,27.5,3,2,3,"Nhà ngõ, hẻm",Nội thất cao cấp,,0,5300000000.0
Phường 9,Quận Phú Nhuận,15.0,1,2,2,"Nhà ngõ, hẻm",,,0,1650000000.0
Phường Linh Chiểu (Quận Thủ Đức cũ),Thành phố Thủ Đức,78.0,3,2,0,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,5200000000.0
Phường Tân Sơn Nhì,Quận Tân Phú,50.0,6,2,3,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,4099999999.9999995
Phường Thạnh Lộc,Quận 12,45.0,2,2,2,"Nhà ngõ, hẻm",,,0,3830000000.0
Phường Phú Hữu (Quận 9 cũ),Thành phố Thủ Đức,52.0,2,2,2,"Nhà ngõ, hẻm",,,0,3300000000.0
Phường 14,Quận 8,87.0,3,1,1,"Nhà ngõ, hẻm",Nội thất đầy đủ,Hẻm xe hơi,1,4399000000.0
Phường Thạnh Lộc,Quận 12,28.0,2,1,0,"Nhà ngõ, hẻm",,,0,980000000.0
Phường 26,Quận Bình Thạnh,45.0,2,2,2,"Nhà ngõ, hẻm",,"Hẻm xe hơi,Nhà nở hậu",1,4950000000.0
Phường 10,Quận Gò Vấp,15.0,1,1,2,"Nhà ngõ, hẻm",Nội thất đầy đủ,Hẻm xe hơi,0,1200000000.0
Phường An Lạc,Quận Bình Tân,82.0,5,0,2,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,Hẻm xe hơi,0,5900000000.0
Xã Tân Nhựt,Huyện Bình Chánh,107.3,3,2,1,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,Hiện trạng khác,0,2800000000.0
Phường Bình Trị Đông,Quận Bình Tân,34.0,2,2,2,"Nhà ngõ, hẻm",,"Hẻm xe hơi,Nhà nở hậu",0,3000000000.0
Phường Hiệp Bình Chánh (Quận Thủ Đức cũ),Thành phố Thủ Đức,55.0,4,4,0,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,7500000000.0
Phường 14,Quận 10,30.0,2,3,3,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,6450000000.0
Phường Sơn Kỳ,Quận Tân Phú,117.0,10,0,0,"Nhà ngõ, hẻm",,"Hẻm xe hơi,Nhà nở hậu",0,11500000000.0
Phường 25,Quận Bình Thạnh,88.0,8,6,0,"Nhà ngõ, hẻm",,Hẻm xe hơi,1,15500000000.0
Phường Phước Long A (Quận 9 cũ),Thành phố Thủ Đức,53.0,3,3,2,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,6000000000.0
Phường Thạnh Xuân,Quận 12,40.0,2,2,2,"Nhà ngõ, hẻm",Nội thất đầy đủ,Hẻm xe hơi,0,3480000000.0
Phường An Lạc,Quận Bình Tân,70.0,4,5,4,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,Hẻm xe hơi,0,7900000000.0
Phường Tân Quy,Quận 7,56.0,2,2,2,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,Nhà nở hậu,0,5500000000.0
Phường Tăng Nhơn Phú A (Quận 9 cũ),Thành phố Thủ Đức,50.0,1,1,11,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,4300000000.0
Phường 10,Quận 6,64.0,2,2,2,"Nhà mặt phố, mặt tiền",,,0,7000000000.0
Phường Trung Mỹ Tây,Quận 12,56.0,1,0,0,"Nhà ngõ, hẻm",,,0,3200000000.0
Phường 14,Quận Gò Vấp,74.2,2,2,0,"Nhà ngõ, hẻm",,,0,4900000000.0
Phường Phú Thuận,Quận 7,65.0,3,3,3,"Nhà ngõ, hẻm",,Nhà nở hậu,0,6650000000.0
Thị trấn Tân Túc,Huyện Bình Chánh,120.0,4,3,2,"Nhà mặt phố, mặt tiền",,Nhà nở hậu,0,860000000.0
Phường 15,Quận Tân Bình,48.0,4,5,4,"Nhà ngõ, hẻm",Nội thất đầy đủ,Hẻm xe hơi,0,6000000000.0
Phường Bình Trị Đông,Quận Bình Tân,18.0,1,1,1,"Nhà ngõ, hẻm",,Nhà nở hậu,0,1100000000.0
Phường Phước Long B (Quận 9 cũ),Thành phố Thủ Đức,50.0,2,2,2,"Nhà ngõ, hẻm",,Nhà nở hậu,0,4750000000.0
Phường Bình Hưng Hoà B,Quận Bình Tân,40.0,3,3,3,"Nhà ngõ, hẻm",Nội thất đầy đủ,Hẻm xe hơi,1,2480000000.0
Phường Phước Long B (Quận 9 cũ),Thành phố Thủ Đức,57.0,3,4,3,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,6000000000.0
Phường Long Thạnh Mỹ (Quận 9 cũ),Thành phố Thủ Đức,50.0,2,2,1,"Nhà ngõ, hẻm",Nội thất đầy đủ,Hẻm xe hơi,0,2650000000.0
Phường Bình Hưng Hoà A,Quận Bình Tân,42.0,2,2,2,"Nhà ngõ, hẻm",Nội thất cao cấp,"Hẻm xe hơi,Nhà nở hậu",0,3000000000.0
Phường Hiệp Thành,Quận 12,78.3,4,4,3,"Nhà ngõ, hẻm",Nội thất cao cấp,Hẻm xe hơi,0,5990000000.0
Phường Bình Hưng Hoà A,Quận Bình Tân,20.5,2,0,0,"Nhà ngõ, hẻm",,,0,2880000000.0
Phường Tây Thạnh,Quận Tân Phú,70.2,2,0,0,"Nhà ngõ, hẻm",,"Hẻm xe hơi,Nhà nở hậu",0,5800000000.0
Phường Tân Quý,Quận Tân Phú,70.0,4,0,0,"Nhà ngõ, hẻm",,,0,8800000000.0
Phường 15,Quận Tân Bình,70.0,3,0,0,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,5000000000.0
Phường 10,Quận 6,40.0,3,4,4,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,,0,6700000000.0
Phường 11,Quận 6,52.0,4,4,4,"Nhà mặt phố, mặt tiền",,"Hẻm xe hơi,Nhà nở hậu",0,12700000000.0
Phường Hiệp Bình Chánh (Quận Thủ Đức cũ),Thành phố Thủ Đức,80.0,2,2,2,"Nhà ngõ, hẻm",,,1,4500000000.0
Phường Phú Thọ Hòa,Quận Tân Phú,40.0,4,3,3,"Nhà ngõ, hẻm",,,1,5500000000.0
Phường Phước Long B (Quận 9 cũ),Thành phố Thủ Đức,97.5,2,2,0,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,6900000000.0
Phường Hiệp Thành,Quận 12,119.8,5,4,0,"Nhà ngõ, hẻm",Bàn giao thô,Hẻm xe hơi,0,6500000000.0
Phường 10,Quận 6,80.0,5,5,4,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,,0,10200000000.0
Phường Hiệp Bình Chánh (Quận Thủ Đức cũ),Thành phố Thủ Đức,70.0,4,0,0,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,3800000000.0
Phường 8,Quận Tân Bình,45.0,7,4,5,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,6600000000.0
Phường Hòa Thạnh,Quận Tân Phú,44.0,3,0,0,"Nhà ngõ, hẻm",,,0,4500000000.0
Phường Bình Trị Đông B,Quận Bình Tân,103.5,4,4,3,"Nhà mặt phố, mặt tiền",,,0,10500000000.0
Phường Sơn Kỳ,Quận Tân Phú,62.0,2,0,0,"Nhà mặt phố, mặt tiền",,,0,5300000000.0
Phường An Phú (Quận 2 cũ),Thành phố Thủ Đức,100.0,4,0,0,Nhà phố liền kề,,,0,12200000000.0
Phường Tây Thạnh,Quận Tân Phú,62.0,4,0,0,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,5400000000.0
Xã Vĩnh Lộc B,Huyện Bình Chánh,40.0,2,2,0,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,2750000000.0
Phường Sơn Kỳ,Quận Tân Phú,61.0,2,0,0,"Nhà ngõ, hẻm",,,0,4750000000.0
Phường 10,Quận Tân Bình,55.5,2,2,1,"Nhà ngõ, hẻm",,,0,6000000000.0
Phường Thạnh Lộc,Quận 12,46.0,2,2,2,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,3830000000.0
Phường Phú Thọ Hòa,Quận Tân Phú,37.0,3,0,0,"Nhà mặt phố, mặt tiền",,,0,5600000000.0
Phường 8,Quận 6,45.0,2,2,2,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,5700000000.0
Đường Âu Cơ,,48.0,3,0,4,"Nhà ngõ, hẻm",Nội thất đầy đủ,,0,6450000000.0
Phường Long Trường (Quận 9 cũ),Thành phố Thủ Đức,100.0,4,0,0,Nhà phố liền kề,,,0,7800000000.0
Phường Tân Phú,Quận 7,104.0,8,6,0,"Nhà ngõ, hẻm",,,0,9500000000.0
Phường Trường Thạnh (Quận 9 cũ),Thành phố Thủ Đức,100.0,4,0,0,Nhà phố liền kề,,,0,6200000000.0
Phường 10,Quận 6,88.0,5,5,4,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,,0,9200000000.0
Phường Linh Xuân (Quận Thủ Đức cũ),Thành phố Thủ Đức,50.0,2,2,2,"Nhà ngõ, hẻm",Nội thất đầy đủ,Hẻm xe hơi,1,3700000000.0
Phường 14,Quận 11,72.1,4,3,2,"Nhà ngõ, hẻm",Nội thất đầy đủ,"Hẻm xe hơi,Nhà nở hậu",0,10800000000.0
Phường 1,Quận Gò Vấp,71.0,3,2,1,"Nhà mặt phố, mặt tiền",,Hẻm xe hơi,1,7900000000.0
Xã Vĩnh Lộc B,Huyện Bình Chánh,36.0,2,2,0,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,1150000000.0
Phường 1,Quận 10,40.0,2,0,0,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,6800000000.0
Phường 14,Quận Tân Bình,80.0,3,0,0,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,8699000000.0
Phường 7,Quận 8,64.5,2,0,0,"Nhà ngõ, hẻm",,,0,3600000000.0
Phường 4,Quận Phú Nhuận,62.0,4,0,2,"Nhà ngõ, hẻm",,"Hẻm xe hơi,Nhà nở hậu",0,8600000000.0
Phường 10,Quận 6,76.0,5,5,4,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,,0,8600000000.0
Phường Phước Long B (Quận 9 cũ),Thành phố Thủ Đức,45.0,3,0,0,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,2650000000.0
Phường Linh Xuân (Quận Thủ Đức cũ),Thành phố Thủ Đức,60.0,4,4,4,Nhà phố liền kề,,"Hẻm xe hơi,Nhà nở hậu",0,5500000000.0
Xã Vĩnh Lộc A,Huyện Bình Chánh,48.0,2,2,0,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,1590000000.0
Xã Vĩnh Lộc A,Huyện Bình Chánh,16.0,1,1,0,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,400000000.0
Phường 12,Quận 6,64.0,5,4,0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,,0,8000000000.0
Phường Thạnh Xuân,Quận 12,52.0,4,0,0,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,4580000000.0
Xã Xuân Thới Thượng,Huyện Hóc Môn,122.7,6,5,2,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,"Hẻm xe hơi,Nhà nở hậu",0,7300000000.0
Phường 11,Quận Bình Thạnh,95.0,5,6,0,"Nhà mặt phố, mặt tiền",,,0,11500000000.0
Xã Trung Chánh,Huyện Hóc Môn,100.2,4,3,2,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,"Hẻm xe hơi,Nhà nở hậu",0,7800000000.0
Xã Bà Điểm,Huyện Hóc Môn,80.0,4,3,2,"Nhà ngõ, hẻm",Nội thất cao cấp,"Hẻm xe hơi,Nhà nở hậu",0,4950000000.0
Phường Bình Trưng Tây (Quận 2 cũ),Thành phố Thủ Đức,56.0,2,2,0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,Hẻm xe hơi,0,4800000000.0
Phường Tân Tạo,Quận Bình Tân,40.0,2,2,2,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,"Hẻm xe hơi,Nhà nở hậu",0,2350000000.0
Phường Tân Chánh Hiệp,Quận 12,70.0,2,1,2,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,3400000000.0
Phường 12,Quận 6,102.0,5,0,5,Nhà phố liền kề,Nội thất cao cấp,,0,11800000000.0
Phường 3,Quận 3,56.2,5,6,3,"Nhà ngõ, hẻm",,,0,10000000000.0
Phường Tân Thới Hiệp,Quận 12,52.0,3,2,0,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,3350000000.0
Phường Tân Thới Hiệp,Quận 12,57.0,2,2,0,"Nhà ngõ, hẻm",Nội thất đầy đủ,Hẻm xe hơi,0,3650000000.0
Phường 13,Quận 6,18.0,2,1,2,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,"Hẻm xe hơi,Nhà nở hậu",0,2500000000.0
Phường 13,Quận 6,55.0,4,4,2,"Nhà ngõ, hẻm",Nội thất cao cấp,"Hẻm xe hơi,Nhà nở hậu",0,6400000000.0
Phường Hiệp Thành,Quận 12,50.0,4,4,3,"Nhà ngõ, hẻm",Nội thất cao cấp,Hẻm xe hơi,0,4300000000.0
Phường 12,Quận Gò Vấp,108.0,3,0,0,"Nhà ngõ, hẻm",,"Hẻm xe hơi,Nhà nở hậu",0,6700000000.0
Phường Phú Thọ Hòa,Quận Tân Phú,42.0,2,2,0,"Nhà ngõ, hẻm",,,0,4000000000.0
Phường Linh Chiểu (Quận Thủ Đức cũ),Thành phố Thủ Đức,40.0,2,2,2,"Nhà ngõ, hẻm",Nội thất đầy đủ,,0,3850000000.0
Phường 2,Quận 8,50.8,3,2,1,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,,0,5350000000.0
Thị trấn Nhà Bè,Huyện Nhà Bè,55.0,4,5,0,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,6300000000.0
Phường Phước Long B (Quận 9 cũ),Thành phố Thủ Đức,70.0,4,5,4,"Nhà ngõ, hẻm",Nội thất cao cấp,"Hẻm xe hơi,Nhà nở hậu",0,7000000000.0
Phường 14,Quận Tân Bình,34.0,3,3,3,"Nhà ngõ, hẻm",,,0,3285000000.0
Phường Sơn Kỳ,Quận Tân Phú,92.0,4,2,3,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,7500000000.0
Phường 12,Quận 6,56.0,4,4,2,"Nhà ngõ, hẻm",Nội thất cao cấp,,0,5700000000.0
Phường Thạnh Xuân,Quận 12,45.0,2,1,0,"Nhà ngõ, hẻm",,,1,900000000.0
Phường 9,Quận Gò Vấp,54.0,3,2,2,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,Hẻm xe hơi,0,5200000000.0
Phường Tân Quý,Quận Tân Phú,102.0,3,2,2,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,,0,7300000000.0
Xã Bà Điểm,Huyện Hóc Môn,27.0,1,1,2,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,Hiện trạng khác,0,780000000.0
Phường Tân Thuận Đông,Quận 7,56.1,2,2,2,"Nhà ngõ, hẻm",Bàn giao thô,,0,4500000000.0
Phường Thới An,Quận 12,16.0,1,1,0,"Nhà ngõ, hẻm",Nội thất cao cấp,,0,720000000.0
Phường 8,Quận Tân Bình,45.0,3,3,3,"Nhà ngõ, hẻm",Nội thất đầy đủ,,1,4850000000.0
Phường 4,Quận Phú Nhuận,80.0,5,4,3,"Nhà ngõ, hẻm",,Hẻm xe hơi,1,6190000000.0
Phường Hiệp Thành,Quận 12,18.0,2,1,1,"Nhà ngõ, hẻm",Nội thất cao cấp,,0,690000000.0
Phường Hiệp Thành,Quận 12,60.0,4,5,0,"Nhà ngõ, hẻm",Nội thất cao cấp,"Hẻm xe hơi,Nhà nở hậu",0,6850000000.0
Phường Hiệp Thành,Quận 12,60.0,4,5,0,"Nhà ngõ, hẻm",Nội thất cao cấp,,0,6850000000.0
Phường Phước Long B (Quận 9 cũ),Thành phố Thủ Đức,100.0,3,3,2,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,Hẻm xe hơi,0,5500000000.0
Phường 14,Quận 11,50.5,5,5,0,"Nhà ngõ, hẻm",,,0,6900000000.0
Phường Hiệp Phú (Quận 9 cũ),Thành phố Thủ Đức,90.0,2,2,2,"Nhà ngõ, hẻm",Nội thất cao cấp,"Hẻm xe hơi,Nhà nở hậu",0,6500000000.0
