price,address,price_m2,direction,property_legal_document,land_type,pty_characteristics,size,width,length
"10,80 tỷ","Đường số 10, Phường Hiệp Bình Phước (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","61,71 triệu/m²",Đông Nam,Đã có sổ,Đất thổ cư,Mặt tiền,175 m²,12.5 m,18 m
"3,45 tỷ","Đường Hương Lộ 2, Phường Bình Trị Đông A, Quận Bình Tân, Tp Hồ Chí Minh","57,50 triệu/m²",,Đã có sổ,Đất thổ cư,Hẻm xe hơi,60 m²,5 m,12 m
"1,20 tỷ","Đường Hồ Văn Tắng, Xã Tân Phú Trung, Huyện Củ Chi, Tp Hồ Chí Minh","10,71 triệu/m²",,Đã có sổ,Đất thổ cư,,112 m²,5 m,26 m
"4,10 tỷ","Đường Số 6, Phường Linh Xuân (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","69,49 triệu/m²",Tây Bắc,Đã có sổ,Đất thổ cư,"Hẻm xe hơi,Thổ cư toàn bộ",59 m²,4 m,15 m
"3,65 tỷ","Đường Lê Tấn Bê, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh",65 triệu/m²,,Đã có sổ,Đất thổ cư,"Mặt tiền,Hẻm xe hơi,Nở hậu",56.2 m²,4 m,14.05 m
"2,80 tỷ","TA 13, Phường Thới An, Quận 12, Tp Hồ Chí Minh","30,67 triệu/m²",,Đã có sổ,Đất thổ cư,Mặt tiền,91.3 m²,4.15 m,22 m
"1,76 tỷ","Đường 8, Phường Long Phước (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","33,85 triệu/m²",,Đã có sổ,Đất thổ cư,Hẻm xe hơi,52 m²,4 m,13 m
"4,60 tỷ","Đường Phạm Văn Chiêu, Phường 14, Quận Gò Vấp, Tp Hồ Chí Minh","62,16 triệu/m²",,Đã có sổ,Đất thổ cư,"Hẻm xe hơi,Nở hậu",74 m²,4 m,13 m
"4,28 tỷ",Cập nhật 4 giờ trước,"28,53 triệu/m²",,Đã có sổ,Đất thổ cư,,150 m²,,
"3,95 tỷ","Nguyễn Thị Khuê, Xã Tân Thạnh Tây, Huyện Củ Chi, Tp Hồ Chí Minh","43,89 triệu/m²",Bắc,Đã có sổ,Đất thổ cư,Mặt tiền,90 m²,5 m,18 m
"3,95 tỷ","Đường Nguyễn Duy Trinh, Phường Long Trường (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","40,72 triệu/m²",,Đã có sổ,Đất thổ cư,Hẻm xe hơi,97 m²,5.3 m,18 m
"3,70 tỷ","Lê Đức Thọ P6 , Phường 6, Quận Gò Vấp, Tp Hồ Chí Minh",74 triệu/m²,,Đã có sổ,Đất thổ cư,,50 m²,4 m,15 m
"8,60 tỷ","Đường số 6, Phường 15, Quận Gò Vấp, Tp Hồ Chí Minh","70,49 triệu/m²",,Đã có sổ,Đất thổ cư,Hẻm xe hơi,122 m²,5.1 m,24 m
"1,38 tỷ","Đường Nguyễn Thị Nê, Xã Phú Hòa Đông, Huyện Củ Chi, Tp Hồ Chí Minh","13,27 triệu/m²",,Đã có sổ,Đất thổ cư,Mặt tiền,104 m²,5 m,20.8 m
"12,60 tỷ","Đường số 2, Phường Tân Phú, Quận 7, Tp Hồ Chí Minh",150 triệu/m²,,Đã có sổ,Đất thổ cư,"Mặt tiền,Nở hậu,Thổ cư toàn bộ",84 m²,5.2 m,16 m
"13,78 tỷ","Đường Lê Thị Riêng, Phường Thới An, Quận 12, Tp Hồ Chí Minh","68,90 triệu/m²",Bắc,Đã có sổ,Đất thổ cư,"Mặt tiền,Thổ cư toàn bộ",200 m²,10 m,20 m
"4,70 tỷ","1A, Xã Vĩnh Lộc B, Huyện Bình Chánh, Tp Hồ Chí Minh","25,01 triệu/m²",Tây,Đã có sổ,Đất thổ cư,Hẻm xe hơi,187.9 m²,10.6 m,19 m
"3,90 tỷ","2581, Đường Huỳnh Tấn Phát, Xã Phú Xuân, Huyện Nhà Bè, Tp Hồ Chí Minh","48,15 triệu/m²",Đông Bắc,Đã có sổ,Đất thổ cư,Hẻm xe hơi,81 m²,5.5 m,15 m
"12,70 tỷ","Lý Phục Man, Phường Bình Thuận, Quận 7, Tp Hồ Chí Minh","109,48 triệu/m²",Tây,Đã có sổ,Đất thổ cư,"Mặt tiền,Nở hậu",116 m²,5.5 m,18 m
"3,12 tỷ","Đường Võ Văn Kiệt, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh",65 triệu/m²,,Đã có sổ,Đất thổ cư,"Mặt tiền,Thổ cư toàn bộ",48 m²,4 m,12 m
"1,60 tỷ","Đường Quốc lộ 50, Xã Bình Hưng, Huyện Bình Chánh, Tp Hồ Chí Minh","15,99 triệu/m²",,Đã có sổ,Đất thổ cư,"Mặt tiền,Thổ cư toàn bộ",100 m²,5 m,20 m
"5,70 tỷ","Đường Hồ Bá Phấn, Phường Phước Long A (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","71,25 triệu/m²",,Đã có sổ,Đất thổ cư,"Mặt tiền,Hẻm xe hơi",80 m²,8 m,10 m
"1,70 tỷ","Đường Nguyễn Hữu Trí, Thị trấn Tân Túc, Huyện Bình Chánh, Tp Hồ Chí Minh","18,89 triệu/m²",,Đã có sổ,Đất thổ cư,Mặt tiền,90 m²,4.5 m,20 m
"2,50 tỷ","Đường số 10, Phường Hiệp Bình Phước (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",250 triệu/m²,,Đã có sổ,Đất thổ cư,Mặt tiền,10 m²,4 m,2.5 m
"9,50 tỷ",Cập nhật 2 ngày trước,"72,24 triệu/m²",Tây,Đang chờ sổ,Đất nền dự án,Mặt tiền,131.5 m²,,
"2,45 tỷ","Đường Hà Huy Giáp, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh","29,52 triệu/m²",,Đã có sổ,Đất thổ cư,Hẻm xe hơi,83 m²,4 m,21 m
580 triệu,"Nguyễn Văn Khạ , Xã Tân Phú Trung, Huyện Củ Chi, Tp Hồ Chí Minh","3,63 triệu/m²",,Đã có sổ,Đất thổ cư,"Mặt tiền,Hẻm xe hơi,Nở hậu,Thổ cư toàn bộ",160 m²,6 m,26 m
680 triệu,"Đường Trần Tử Bình, Xã Tân Thông Hội, Huyện Củ Chi, Tp Hồ Chí Minh",2 triệu/m²,,Đã có sổ,Đất thổ cư,"Mặt tiền,Thổ cư 1 phần,Hẻm xe hơi",340 m²,7 m,48 m
"4,34 tỷ","Đường Hồ Học Lãm, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh","65,07 triệu/m²",,Đã có sổ,Đất thổ cư,"Mặt tiền,Thổ cư toàn bộ,Hẻm xe hơi",66.7 m²,4 m,17 m
115 triệu,"Kênh Trung Ương, Xã Vĩnh Lộc A, Huyện Bình Chánh, Tp Hồ Chí Minh","2,88 triệu/m²",,Sổ chung / công chứng vi bằng,Đất nông nghiệp,Hẻm xe hơi,40 m²,4 m,10 m
"2,95 tỷ","Đường Hồ Học Lãm, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh","65,27 triệu/m²",,Đã có sổ,Đất thổ cư,"Mặt tiền,Hẻm xe hơi",45.2 m²,4 m,11.32 m
"2,95 tỷ","Đường Hồ Học Lãm, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh","65,27 triệu/m²",,Đã có sổ,Đất thổ cư,"Mặt tiền,Hẻm xe hơi",45.2 m²,4 m,11.32 m
"8,20 tỷ",", Đường Số 49, Phường Hiệp Bình Chánh (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","75,93 triệu/m²",Đông Bắc,Đã có sổ,Đất thổ cư,"Mặt tiền,Hẻm xe hơi,Thổ cư toàn bộ",108 m²,5.1 m,21 m
"10,50 tỷ","Đường Đặng Thùy Trâm, Phường 13, Quận Bình Thạnh, Tp Hồ Chí Minh",105 triệu/m²,,Đã có sổ,Đất thổ cư,,100 m²,5 m,20 m
"8,55 tỷ","Đường Đặng Thùy Trâm, Phường 13, Quận Bình Thạnh, Tp Hồ Chí Minh","122,14 triệu/m²",,Đã có sổ,Đất thổ cư,,70 m²,5 m,15 m
"3,40 tỷ","Đường Nguyễn Phúc Chu, Phường 15, Quận Tân Bình, Tp Hồ Chí Minh",68 triệu/m²,,Đã có sổ,Đất thổ cư,"Hẻm xe hơi,Nở hậu",50 m²,3.5 m,15 m
"2,95 tỷ","Đông Thạnh 4, Xã Đông Thạnh, Huyện Hóc Môn, Tp Hồ Chí Minh","36,60 triệu/m²",,Đã có sổ,Đất thổ cư,"Hẻm xe hơi,Thổ cư toàn bộ",80.6 m²,5.1 m,15.8 m
"1,10 tỷ",Đường Số 57,11 triệu/m²,,Đã có sổ,Đất thổ cư,"Mặt tiền,Thổ cư toàn bộ,Nở hậu",100 m²,5 m,20 m
"5,15 tỷ","Tạm chánh hiệp 10, Phường Tân Chánh Hiệp, Quận 12, Tp Hồ Chí Minh","44,78 triệu/m²",,Đã có sổ,Đất thổ cư,"Hẻm xe hơi,Nở hậu",115 m²,5 m,25 m
"26,50 tỷ","Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh","155,88 triệu/m²",Tây Bắc,Đã có sổ,Đất thổ cư,Mặt tiền,170 m²,8 m,22 m
"4,50 tỷ","Đê Số 4, Xã Tân Nhựt, Huyện Bình Chánh, Tp Hồ Chí Minh","4,16 triệu/m²",,Đã có sổ,Đất nông nghiệp,Mặt tiền,1083 m²,26 m,42 m
"4,40 tỷ","Đường số 12, Phường Trường Thọ (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","63,77 triệu/m²",Tây Nam,Đã có sổ,Đất thổ cư,"Hẻm xe hơi,Nở hậu",69 m²,4 m,17.25 m
680 triệu,"., Xã Tân An Hội, Huyện Củ Chi, Tp Hồ Chí Minh","4,20 triệu/m²",,Đã có sổ,Đất thổ cư,"Mặt tiền,Nở hậu,Hẻm xe hơi,Thổ cư toàn bộ",162 m²,6 m,27 m
"4,60 tỷ","Đường số 16, Phường Linh Trung (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","57,50 triệu/m²",Tây Nam,Đã có sổ,Đất thổ cư,"Hẻm xe hơi,Thổ cư toàn bộ",80 m²,4 m,20 m
680 triệu,"Đường Quốc lộ 22, Xã Phước Hiệp, Huyện Củ Chi, Tp Hồ Chí Minh","1,69 triệu/m²",,Đã có sổ,Đất thổ cư,"Mặt tiền,Hẻm xe hơi,Thổ cư 1 phần",402 m²,10 m,40 m
"7,50 tỷ","Đường Số 10, Phường Linh Trung (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","83,33 triệu/m²",Đông Nam,Đã có sổ,Đất thổ cư,"Hẻm xe hơi,Mặt tiền,Nở hậu,Thổ cư toàn bộ",90 m²,5 m,18 m
"8,90 tỷ",Đường Số 5,"64,59 triệu/m²",Đông Nam,Đã có sổ,Đất thổ cư,"Mặt tiền,Thổ cư 1 phần",137.8 m²,6 m,22.9 m
"6,50 tỷ","Đường Số 22, Phường Linh Đông (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",65 triệu/m²,Tây Bắc,Đã có sổ,Đất thổ cư,"Mặt tiền,Hẻm xe hơi,Nở hậu,Thổ cư toàn bộ",100 m²,5 m,20 m
900 triệu,"Đường Bến Đình, Xã An Nhơn Tây, Huyện Củ Chi, Tp Hồ Chí Minh",6 triệu/m²,,Đã có sổ,Đất thổ cư,,150 m²,5 m,30 m
750 triệu,"Đường Tỉnh lộ 7, Xã Phước Thạnh, Huyện Củ Chi, Tp Hồ Chí Minh","7,35 triệu/m²",,Đã có sổ,Đất thổ cư,,102 m²,5 m,20 m
"7,20 tỷ","Đường số 22, Phường Linh Đông (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","83,72 triệu/m²",Đông Nam,Đã có sổ,Đất thổ cư,"Mặt tiền,Thổ cư toàn bộ",86 m²,4.15 m,20.9 m
"4,80 tỷ","Đường Số 7, Phường Linh Trung (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",75 triệu/m²,Tây Nam,Đã có sổ,Đất thổ cư,"Hẻm xe hơi,Thổ cư toàn bộ",64 m²,4 m,16 m
630 triệu,"Đường Trần Thị Cẩm, Xã Tân Phú Trung, Huyện Củ Chi, Tp Hồ Chí Minh","4,50 triệu/m²",,Đã có sổ,Đất thổ cư,"Mặt tiền,Thổ cư 1 phần",140 m²,5.5 m,25 m
"4,40 tỷ","Đường Hiệp Thành 13, Phường Hiệp Thành, Quận 12, Tp Hồ Chí Minh","41,90 triệu/m²",,Đã có sổ,Đất thổ cư,"Hẻm xe hơi,Nở hậu",105 m²,5.8 m,20 m
460 triệu,"Đường Số 16, Xã Tân Thông Hội, Huyện Củ Chi, Tp Hồ Chí Minh",4 triệu/m²,,Đã có sổ,Đất thổ cư,"Mặt tiền,Nở hậu,Hẻm xe hơi,Thổ cư toàn bộ",115 m²,5 m,23 m
"3,20 tỷ","Đường D1, Phường Tăng Nhơn Phú A (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",32 triệu/m²,,Đã có sổ,Đất thổ cư,Hẻm xe hơi,100 m²,5 m,20 m
"12,60 tỷ","Đường Số Chợ Tân Mỷ, Phường Tân Phú, Quận 7, Tp Hồ Chí Minh","151,81 triệu/m²",,Đã có sổ,Đất thổ cư,,83 m²,5 m,17 m
590 triệu,"TỈNH LỘ 8, Xã Tân Thông Hội, Huyện Củ Chi, Tp Hồ Chí Minh","1,59 triệu/m²",,Đã có sổ,Đất thổ cư,,370 m²,10 m,37 m
"4,20 tỷ","Lê Văn Quới, Phường Bình Hưng Hoà A, Quận Bình Tân, Tp Hồ Chí Minh","52,50 triệu/m²",Đông,Đã có sổ,Đất thổ cư,Hẻm xe hơi,80 m²,4 m,20 m
"14,50 tỷ","Đường Hiệp Bình, Phường Hiệp Bình Chánh (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","71,43 triệu/m²",Nam,Đã có sổ,Đất thổ cư,,203 m²,10 m,20 m
"2,98 tỷ","Đường Thạnh Lộc 57, Phường Thạnh Lộc, Quận 12, Tp Hồ Chí Minh","53,21 triệu/m²",Đông Nam,Đã có sổ,Đất thổ cư,"Hẻm xe hơi,Nở hậu",56 m²,4 m,14 m
580 triệu,"Đường Đỗ Đình Nhân, Thị trấn Củ Chi, Huyện Củ Chi, Tp Hồ Chí Minh","4,83 triệu/m²",Đông Nam,Đã có sổ,Đất thổ cư,,120 m²,6 m,20 m
535 triệu,"Đường Tỉnh lộ 7, Xã Thái Mỹ, Huyện Củ Chi, Tp Hồ Chí Minh","1,75 triệu/m²",,Đã có sổ,Đất thổ cư,"Mặt tiền,Nở hậu,Thổ cư 1 phần",305 m²,8 m,38 m
980 triệu,"Đường Số 112, Xã Tân Thạnh Đông, Huyện Củ Chi, Tp Hồ Chí Minh","3,27 triệu/m²",,Đã có sổ,Đất thổ cư,"Hẻm xe hơi,Thổ cư 1 phần",300 m²,15 m,20 m
18 tỷ,"Đường Phan Văn Hớn, Xã Xuân Thới Thượng, Huyện Hóc Môn, Tp Hồ Chí Minh",90 triệu/m²,Đông Bắc,Đã có sổ,Đất thổ cư,"Mặt tiền,Thổ cư toàn bộ,Nở hậu",200 m²,4 m,50 m
460 triệu,55 Lê Văn Huân Phường 13 Quận Tân Bình,"3,29 triệu/m²",,Đã có sổ,Đất thổ cư,"Mặt tiền,Nở hậu,Hẻm xe hơi,Thổ cư toàn bộ",140 m²,8 m,17 m
"2,74 tỷ","Đường Long Thuận, Phường Long Phước (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","32,62 triệu/m²",Bắc,Đã có sổ,Đất thổ cư,Hẻm xe hơi,84 m²,4 m,21 m
"1,50 tỷ","3158C, Đường Phạm Thế Hiển, Phường 7, Quận 8, Tp Hồ Chí Minh","18,75 triệu/m²",Đông,Đã có sổ,Đất thổ cư,"Mặt tiền,Hẻm xe hơi,Nở hậu,Thổ cư toàn bộ",,5 m,16 m
"2,95 tỷ","Đường Dương Công Khi, Xã Tân Thới Nhì, Huyện Hóc Môn, Tp Hồ Chí Minh","33,52 triệu/m²",,Đã có sổ,Đất thổ cư,"Hẻm xe hơi,Nở hậu",88 m²,5 m,17.6 m
470 triệu,"Đường Đặng Thị Tô, Xã Trung Lập Hạ, Huyện Củ Chi, Tp Hồ Chí Minh","2,20 triệu/m²",,Đã có sổ,Đất thổ cư,"Mặt tiền,Nở hậu,Hẻm xe hơi,Thổ cư toàn bộ",214 m²,8.49 m,24.93 m
15 tỷ,"Đường Kênh A, Xã Lê Minh Xuân, Huyện Bình Chánh, Tp Hồ Chí Minh","6,32 triệu/m²",,Đã có sổ,Đất thổ cư,Mặt tiền,2372 m²,50 m,55 m
"6,60 tỷ","Đường Nguyễn Xiển, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","28,09 triệu/m²",Bắc,Đã có sổ,Đất thổ cư,"Mặt tiền,Hẻm xe hơi",235 m²,8.1 m,29.5 m
600 triệu,"Đường Giáp Hải, Xã Tân An Hội, Huyện Củ Chi, Tp Hồ Chí Minh","3,24 triệu/m²",,Đã có sổ,Đất thổ cư,"Mặt tiền,Thổ cư toàn bộ",185 m²,5 m,37 m
"1,05 tỷ",Cập nhật 2 ngày trước,"7,66 triệu/m²",,Đã có sổ,Đất thổ cư,,137 m²,,
"6,50 tỷ","Đường Số 8, Phường Bình Trưng Tây (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","60,75 triệu/m²",Đông Bắc,Đã có sổ,Đất thổ cư,Hẻm xe hơi,107 m²,4.96 m,
40 tỷ,"Đường Đình Phong Phú, Phường Tăng Nhơn Phú B (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","47,34 triệu/m²",Tây Nam,Đã có sổ,Đất thổ cư,"Mặt tiền,Hẻm xe hơi",845 m²,26 m,32.5 m
"3,70 tỷ","Đường Lò Lu, Phường Trường Thạnh (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","66,07 triệu/m²",Bắc,Đã có sổ,Đất thổ cư,,56 m²,4 m,14 m
"3,70 tỷ","Đường Thạnh Lộc 47, Phường Thạnh Lộc, Quận 12, Tp Hồ Chí Minh","61,67 triệu/m²",,Đã có sổ,Đất thổ cư,Mặt tiền,60 m²,4 m,15 m
"1,69 tỷ","Đường Lê Văn Lương, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh","160,95 triệu/m²",,Đã có sổ,Đất thổ cư,"Mặt tiền,Thổ cư toàn bộ",10.5 m²,5 m,2.1 m
7 tỷ,Cập nhật 2 ngày trước,"25,74 triệu/m²",,Đã có sổ,Đất thổ cư,Thổ cư 1 phần,272 m²,,
23 tỷ,"Đường Nguyễn Văn Linh, Phường Tân Thuận Đông, Quận 7, Tp Hồ Chí Minh",230 triệu/m²,Đông,Đã có sổ,Đất thổ cư,"Mặt tiền,Thổ cư toàn bộ",100 m²,10 m,10 m
"7,10 tỷ","Đường DD4, Phường Tân Hưng Thuận, Quận 12, Tp Hồ Chí Minh","78,89 triệu/m²",Tây Nam,Đã có sổ,Đất thổ cư,Mặt tiền,90 m²,4.5 m,20 m
"3,50 tỷ","Đường Nguyễn Văn Tạo, Xã Long Thới, Huyện Nhà Bè, Tp Hồ Chí Minh","28,69 triệu/m²",Đông Bắc,Đã có sổ,Đất thổ cư,Mặt tiền,122 m²,6 m,15 m
590 triệu,"Phú hòa Đông, Xã Phú Hòa Đông, Huyện Củ Chi, Tp Hồ Chí Minh","6,36 triệu/m²",,Đã có sổ,Đất thổ cư,,92.8 m²,5 m,20 m
680 triệu,"Đường Đồng Tâm, Xã Trung Chánh, Huyện Hóc Môn, Tp Hồ Chí Minh","7,56 triệu/m²",,Đã có sổ,Đất thổ cư,Mặt tiền,90 m²,5 m,18 m
10 tỷ,"Đường Chợ Lớn, Phường 11, Quận 6, Tp Hồ Chí Minh",125 triệu/m²,,Đã có sổ,Đất thổ cư,"Mặt tiền,Hẻm xe hơi,Thổ cư toàn bộ",80 m²,4 m,20 m
"7,30 tỷ","Nguyễn Tuyển, Phường Cát Lái (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","37,49 triệu/m²",Bắc,Đã có sổ,Đất thổ cư,"Hẻm xe hơi,Thổ cư toàn bộ",194.7 m²,8.8 m,22 m
"4,20 tỷ","Thới Tam Thôn 6, Xã Thới Tam Thôn, Huyện Hóc Môn, Tp Hồ Chí Minh","38,18 triệu/m²",,Đã có sổ,Đất thổ cư,Hẻm xe hơi,110 m²,5 m,22 m
"1,65 tỷ","Đường Tân Thới Hiệp 20, Phường Tân Thới Hiệp, Quận 12, Tp Hồ Chí Minh","16,50 triệu/m²",,Đã có sổ,Đất thổ cư,,100 m²,5 m,20 m
"1,70 tỷ","Đường Đặng Thúc Vịnh, Xã Đông Thạnh, Huyện Hóc Môn, Tp Hồ Chí Minh","18,10 triệu/m²",,Đã có sổ,Đất thổ cư,"Mặt tiền,Hẻm xe hơi,Nở hậu",93.9 m²,6 m,15 m
850 triệu,"43/7, Duong So4 Lo Lu, Phường Trường Thạnh (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","17,71 triệu/m²",,Sổ chung / công chứng vi bằng,Đất nông nghiệp,"Hẻm xe hơi,Không có thổ cư",48 m²,4 m,12 m
"1,70 tỷ","Đường Đặng Thúc Vịnh, Xã Đông Thạnh, Huyện Hóc Môn, Tp Hồ Chí Minh","18,10 triệu/m²",,Đã có sổ,Đất thổ cư,"Mặt tiền,Hẻm xe hơi,Nở hậu",93.9 m²,6 m,15 m
850 triệu,"43/7, Duong So4 Lo Lu, Phường Trường Thạnh (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","17,71 triệu/m²",,Sổ chung / công chứng vi bằng,Đất nông nghiệp,"Hẻm xe hơi,Không có thổ cư",48 m²,4 m,12 m
"4,90 tỷ","Thạnh xuân 33, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh","40,83 triệu/m²",Tây,Đã có sổ,Đất thổ cư,"Mặt tiền,Hẻm xe hơi,Thổ cư toàn bộ",120 m²,5 m,24 m
"26,80 tỷ","Đường Trịnh Khắc Lập, Phường Thạnh Mỹ Lợi (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","95,71 triệu/m²",,Đã có sổ,Đất thổ cư,"Mặt tiền,Thổ cư toàn bộ",280 m²,10 m,28 m
520 triệu,Đường Hà Duy Phiên,"9,45 triệu/m²",,Sổ chung / công chứng vi bằng,Đất thổ cư,"Hẻm xe hơi,Không có thổ cư",55 m²,5 m,11 m
"3,50 tỷ",Cập nhật 2 ngày trước,"38,89 triệu/m²",,Đã có sổ,Đất thổ cư,Hẻm xe hơi,90 m²,,
"5,50 tỷ","128, Đường Huỳnh Tấn Phát, Phường Tân Thuận Tây, Quận 7, Tp Hồ Chí Minh","91,67 triệu/m²",Tây,Đã có sổ,Đất thổ cư,"Hẻm xe hơi,Nở hậu",60 m²,3 m,20 m
"21,60 tỷ","Đường Huỳnh Thị Dần, Xã Bình Mỹ, Huyện Củ Chi, Tp Hồ Chí Minh","14,30 triệu/m²",,Đã có sổ,Đất thổ cư,Mặt tiền,1511 m²,50 m,30.22 m
"5,40 tỷ","Đường Tân Thới Hiệp 14, Phường Tân Thới Hiệp, Quận 12, Tp Hồ Chí Minh","67,50 triệu/m²",Đông Nam,Đã có sổ,Đất thổ cư,Mặt tiền,80 m²,4 m,20 m
11 tỷ,"Tx24, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh","35,37 triệu/m²",,Đã có sổ,Đất thổ cư,"Mặt tiền,Hẻm xe hơi",311 m²,10 m,35 m
"4,30 tỷ","Đường Quốc lộ 13, Phường Hiệp Bình Phước (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",43 triệu/m²,,Đã có sổ,Đất thổ cư,Hẻm xe hơi,100 m²,4 m,25 m
"16,50 tỷ",Cập nhật 2 ngày trước,"32,62 triệu/m²",,Đã có sổ,Đất thổ cư,,505.8 m²,,
"35,80 tỷ","Dương Thị Mười, Phường Hiệp Thành, Quận 12, Tp Hồ Chí Minh","73,81 triệu/m²",Tây Bắc,,Đất thổ cư,"Mặt tiền,Hẻm xe hơi,Nở hậu",485 m²,12 m,40 m
"5,19 tỷ","Dương Thị Mười, Phường Tân Thới Hiệp, Quận 12, Tp Hồ Chí Minh","41,19 triệu/m²",Bắc,Đã có sổ,Đất thổ cư,"Hẻm xe hơi,Nở hậu,Thổ cư toàn bộ",126 m²,4.2 m,30 m
"19,80 tỷ","Phước Long B, Phường Phước Long B (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","68,75 triệu/m²",,Đã có sổ,Đất nền dự án,,288 m²,14 m,21 m
"3,30 tỷ","Đường Nguyễn Thị Thử, Xã Xuân Thới Sơn, Huyện Hóc Môn, Tp Hồ Chí Minh","33,33 triệu/m²",Tây Bắc,Đã có sổ,Đất thổ cư,Hẻm xe hơi,99 m²,6.2 m,16 m
"2,50 tỷ","Đường Lê Văn Lương, Xã Nhơn Đức, Huyện Nhà Bè, Tp Hồ Chí Minh","31,25 triệu/m²",,Đã có sổ,Đất thổ cư,Hẻm xe hơi,80 m²,7.5 m,11 m
"12,50 tỷ","Đường Tống Văn Hên, Phường 15, Quận Tân Bình, Tp Hồ Chí Minh","80,65 triệu/m²",Tây Nam,Đã có sổ,Đất thổ cư,"Mặt tiền,Hẻm xe hơi,Nở hậu,Thổ cư toàn bộ",155 m²,6 m,26 m
"2,80 tỷ",Cập nhật 2 ngày trước,"4,61 triệu/m²",,Đã có sổ,Đất nông nghiệp,,608 m²,,
"8,60 tỷ","Đường 59, Phường 14, Quận Gò Vấp, Tp Hồ Chí Minh","67,19 triệu/m²",Tây Bắc,Đã có sổ,Đất thổ cư,"Hẻm xe hơi,Nở hậu,Thổ cư toàn bộ",128 m²,4.1 m,32 m
"9,65 tỷ","Đường Huỳnh Thị Hai, Phường Tân Chánh Hiệp, Quận 12, Tp Hồ Chí Minh","58,48 triệu/m²",Tây Nam,Đã có sổ,Đất thổ cư,"Mặt tiền,Nở hậu,Thổ cư toàn bộ",165 m²,5 m,33 m
"8,50 tỷ","Đường Nguyễn Tư Giản, Phường 12, Quận Gò Vấp, Tp Hồ Chí Minh","55,92 triệu/m²",Bắc,Đã có sổ,Đất thổ cư,"Hẻm xe hơi,Nở hậu,Thổ cư toàn bộ",152 m²,8 m,21 m
"30,70 tỷ","Đường Trần Thị Năm, Phường Tân Chánh Hiệp, Quận 12, Tp Hồ Chí Minh","53,77 triệu/m²",Đông Bắc,Đã có sổ,Đất thổ cư,"Mặt tiền,Nở hậu,Thổ cư toàn bộ",571 m²,15 m,38 m
"6,90 tỷ",Nguyễn Thị Búp,"50,74 triệu/m²",,Đã có sổ,Đất thổ cư,,136 m²,8 m,17 m
